,Name,Address,Price,Size,Distance to beach,Distance to airport,Pool,Car,Non-smoking room,Near beach,WiFi,Family room,Bar,Breakfast
769,GOLDEN APARTMENT With SEA VIEW,"01 Lê Văn Duyệt, Đà Nẵng, Việt Nam",775.0,35,2.8,4.7,1,1,1,1,1,1,0,0
770,Hostel 15A,"15A Phan Dinh Phung, Hai Chau, Da Nang, Đà Nẵng, Việt Nam",350.0,18,2.4,2.6,0,0,1,0,1,1,0,0
771,Paradise Hotel,"1 Pham Phu Thu, Đà Nẵng, Việt Nam",380.0,15,2.3,2.5,0,0,1,0,1,1,0,0
772,LH APARTMENT DA NANG,"43 K 82 Nguyễn Duy Hiệu, Đà Nẵng, Việt Nam",566.0,32,0.9,3.7,0,0,1,0,1,1,0,0
773,Sai Gon Motel,"19 Phan Văn Định, Đà Nẵng, Việt Nam",367.0,15,0.45,5.0,0,1,1,0,1,1,0,0
774,KIM HOUSE,"161b Chính Hữu, An Hải, An Hải Bắc, Sơn Trà 4, Đà Nẵng, Việt Nam",765.0,75,0.65,4.2,0,0,1,0,1,1,0,0
775,Sena home 3*3*Near Danang Dragon bridge*Han river,"3/12 Ha Thi Than, Son Tra, Danang 3/12, Đà Nẵng, Việt Nam",585.0,20,1.6,3.1,0,0,1,0,0,1,0,0
776,Two Bedroom Apartment with See view.,"Võ Quí Huân, Đà Nẵng, Việt Nam",768.0,70,1.5,7.0,1,0,0,0,1,0,0,0
777,The Deli's Apartment with Ocean View Danang Beach,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1200.0,68,0.15,4.5,1,1,0,1,1,0,0,0
778,The Home Hotel & Apartment,"30 An Đồn 5, Đà Nẵng, Việt Nam",679.0,25,0.85,4.1,0,1,1,1,1,1,0,0
779,V-Hotel,"510 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2178.0,34,0.3,4.5,1,1,1,0,1,1,1,0
780,Wings house 3,"62 Hoàng Hoa Thám, Đà Nẵng, Việt Nam",1440.0,70,1.0,1.3,1,0,0,0,1,1,0,0
781,Carol Da Nang Apartment,"54 Hoàng Bích Sơn, Đà Nẵng, Việt Nam",495.0,35,0.55,4.5,0,0,1,1,0,0,0,0
782,Paradise Retreat Apartment - My Khe's Beach,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1760.0,60,0.1,4.4,1,1,1,1,1,1,0,0
783,EMPIRING - Muong Thanh Luxury Apartment,"Căn hộ 2310 ,Mường Thanh Luxury APARTMENT (not hotel), Ngũ Hành Sơn, Đà Nẵng, Việt Nam",1300.0,70,0.1,4.4,1,0,1,1,1,1,1,0
784,Tien Sa Danang Hotel,"21 Lý Thường Kiệt, Đà Nẵng, Việt Nam",810.0,25,2.3,3.1,1,0,1,0,1,1,1,0
785,POOLseaview - 1A Blue Sea Apart,"47 Lê Tấn Toán, Đà Nẵng, Việt Nam",450.0,32,0.5,4.5,1,0,0,0,1,0,0,0
786,Do Hai Hotel,"193 Nguyen Van Linh, Đà Nẵng, Việt Nam",485.0,25,2.0,1.3,0,0,1,0,1,1,0,0
787,Delak homestay,"64 Chế Lan Viên, Đà Nẵng, Việt Nam",900.0,55,0.55,4.1,1,0,0,0,1,0,0,0
788,City Hostel Da Nang,"114 Yen Bai, Hai Chau district, Đà Nẵng, Việt Nam",899.0,40,2.4,2.3,0,0,1,0,1,1,0,0
789,GRAD Motel Tulip,"192 Tô Hiệu, Đà Nẵng, Việt Nam",360.0,20,2.1,2.3,0,0,0,0,1,0,0,0
790,Sea View Apartment Muong Thanh Luxury - Đà Nẵng,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1377.0,65,0.1,4.4,1,1,0,1,0,1,1,0
791,Muong Thanh Apartment - Family 3BR,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",2300.0,100,0.1,4.4,0,0,0,1,1,1,0,0
792,Căn hộ Sơn Trà Bay Apartment,"Mân Quang 11, Đà Nẵng, Việt Nam",650.0,45,0.75,6.0,0,0,0,1,1,1,0,0
793,OYO 1191 Happy Motel,"22, 22 Ha Tong Huan, Tho Quang, Son Tra, Da Nang, Da-Nang, Đà Nẵng, Việt Nam",214.0,30,0.65,7.099999999999999,0,0,0,0,1,0,0,0
794,Căn Hộ Mường Thanh - SeaView,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1345.0,70,0.1,4.5,1,0,0,0,0,0,0,0
795,Sbay Hotel Đà Nẵng,"Lô 23-24 Đinh Thị Hoà, P. An Hải Bắc, Q. Sơn Trà, TP. Đà Nẵng, Đà Nẵng, Việt Nam",405.0,30,1.0,4.0,0,1,0,1,1,1,0,0
796,Seashine Apartment,"K95/9 Tran Duy Chien, Đà Nẵng, Việt Nam",567.0,38,0.5,5.0,0,0,1,0,1,1,0,0
797,Altara Luxury Seaview in Four Point by Sheraton- 15 Floor 2 Bedroom,"120 Võ Nguyên Giáp 1505, Đà Nẵng, Việt Nam",2925.0,100,0.1,5.0,1,0,1,1,1,1,1,0
798,Ngan Ha Apartment and Spa,"K02/11 Hà Bổng, Đà Nẵng, Việt Nam",577.0,25,0.2,4.6,0,0,1,0,1,1,1,0
799,Olga Apartments,"66 Nguyễn Chí Thanh, Đà Nẵng, Việt Nam",1009.0,40,2.1,2.6,1,1,1,0,1,1,1,0
800,Fusion Resort and Villas Da Nang,"Truong Sa, Hoa Hai, Ngu Hanh Son, Đà Nẵng, Việt Nam",3616.5,120,0.45,7.0,1,1,1,0,1,1,1,0
801,Nancy Hotel and Apartment,"26 Mỹ Đa Đông 8, Đà Nẵng, Việt Nam",706.0,32,0.9,3.7,1,1,1,0,1,1,1,0
802,Altara LUX Suites 1BR Pool_Gym_Beside MyKhe Beach,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1944.0,65,0.1,5.0,0,0,0,0,1,0,0,0
803,Chiic House 1 - Khách sạn tình yêu,"167 Đường Trần Hưng Đạo, Đà Nẵng, Việt Nam",840.0,25,1.8,3.6,1,0,1,0,1,0,0,0
804,Altara Suites 2 bed room Ocean View,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2850.0,99,0.1,5.0,1,0,0,1,1,1,1,0
805,Pansy Beach Dana,"33 Dương Đỗ Bá, Đà Nẵng, Việt Nam",682.0,50,0.3,4.3,1,1,1,0,1,1,1,0
806,"""BRG GOLF CLUB"" - Danang Private Pool Villa 3 Bedrooms #2","Trường Sa, Đà Nẵng, Việt Nam",3616.5,120,0.45,7.0,1,1,1,1,0,1,1,0
807,Bounce Beach Tiên Sa Hotel Resort&Spa,"01 Yết Kiêu, Đà Nẵng, Việt Nam",1500.0,80,0.01,6.0,1,0,1,0,1,1,1,0
808,Hanami Hotel Danang,"61-63 Hoang Ke Viem P.My An, Q.Ngu Hanh Son, Đà Nẵng, Việt Nam",485.0,20,0.55,4.0,0,1,1,0,1,1,1,0
809,NT House,"Đường Tứ Ngân 01, Đà Nẵng, Việt Nam",264.0,15,4.3500000000000005,7.099999999999999,0,0,1,0,1,0,0,0
810,Pacific Hotel,"92 Phan Chau Trinh, Đà Nẵng, Việt Nam",500.0,20,2.2,2.0,0,0,1,0,1,0,1,0
811,Luxury Apartment Ocean View 2BR in Sheraton,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2879.0,100,0.05,5.0,1,1,1,1,1,1,1,0
812,ENJOY HOME,"K227/64 Nguyễn Văn Thoại, phường Phước Mỹ, quận Sơn Trà, thành phố Đà Nẵng 5, Đà Nẵng, Việt Nam",506.0,45,0.2,4.4,0,0,1,1,0,1,0,0
813,Moon House Da Nang,"12 Mỹ Đa Tây 4, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam",382.0,30,1.6,3.5,0,0,1,0,1,1,0,0
814,Altara Beachfront Suites Da Nang,"120 Võ Nguyên Giáp, Sơn Trà, Đà Nẵng, Việt Nam",1692.0,80,0.1,5.0,1,0,0,0,0,0,0,0
815,Da Nang Ocean View Luxury Apartment,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",3000.0,80,0.1,5.0,1,0,0,1,0,1,1,0
816,2 Bedroom Apartment by the beach Da Nang,"200 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1710.0,65,0.15,4.7,1,0,0,1,1,0,1,0
817,Alibaba Hotel by THG,"166 Hồ Nghinh 166 Hồ Nghinh, Phước Mỹ, Sơn Trà, Đà Nẵng, Đà Nẵng, Việt Nam",422.0,20,0.3,4.6,1,1,1,1,0,1,1,0
818,Zalo Sea Hotel by THG,"36 Mỹ Khê 4 6, Đà Nẵng, Việt Nam",600.0,22,0.15,4.5,0,1,1,1,1,1,1,0
819,The Point Villa Da Nang,"Trường Sa The Point Villa Da Nang By Abogo, Đà Nẵng, Việt Nam",3616.5,120,0.45,7.099999999999999,1,1,1,0,1,1,1,0
820,1 BedRoom Relux Apartment,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",700.0,50,0.1,4.4,0,0,0,0,1,0,0,0
821,Chiic House 3 - Khách sạn tình yêu,"11 Lê Đình Lý, Đà Nẵng, Việt Nam",900.0,25,2.0,1.100000000000001,1,0,1,0,1,0,0,0
822,Muong Thanh Luxury VIP 2-3bedroom Apartment With Ocean View,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1411.0,66,0.1,4.4,1,1,0,1,1,1,0,0
823,HuyenNhy's Luxury House,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1298.0,60,0.1,4.4,1,0,1,1,1,1,1,0
824,My Vy Khanh Hotel,"75 Chuong Duong, Đà Nẵng, Việt Nam",400.0,20,1.5,3.0,0,0,1,1,1,0,0,0
825,Homestay T&T - Căn hộ gia đình,"18 Trần Nguyên Đán, Đà Nẵng, Việt Nam",2100.0,80,0.65,3.9,1,0,0,1,1,1,1,0
826,Emma House Danang - with Home Cinema - Near My An Beach,"K486/29 Võ Nguyên Giáp, Khuê Mỹ, Đà Nẵng, Việt Nam",1800.0,120,0.4,4.4,1,1,1,0,1,0,0,0
827,TONY ESTATES Danang Beach Luxury Apartments,"126 Duong Tri Trach, Đà Nẵng, Việt Nam",1550.0,65,0.6,4.3,0,0,1,1,0,1,1,0
828,DONG HAI HOTEL - APARTMENT,"71 An Dương Vương, Đà Nẵng, Việt Nam",500.0,21,1.4,3.2,0,0,1,0,1,1,0,0
829,Hostel Loc Quyen,"35 Lê Thị Tính, Đà Nẵng, Việt Nam",290.0,19,1.4,1.100000000000001,0,0,0,0,1,0,0,0
830,7 Seven Sea Villa,"98 Loseby, Đà Nẵng, Việt Nam",606.0,36,0.25,4.7,1,0,1,1,1,1,1,0
831,"FreePickUp 5MinWalk to Beach, 4 Ensuite King BRs","18 An Thượng 39, Đà Nẵng, Việt Nam",2300.0,90,0.45,4.1,1,0,0,0,1,0,0,0
832,Beachfront Luxury Apartment Da Nang,"118 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2600.0,101,0.1,5.0,1,0,0,1,1,1,1,0
833,Renovated Near My Khe Beach Cozy and Quiet Rooms Boutique Apartment,"15 Đường Ngô Thì Sĩ, Đà Nẵng, Việt Nam",680.0,26,0.75,3.8,0,0,1,0,0,0,0,0
834,HuyenNhy's House,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1534.0,60,0.1,4.4,1,0,1,1,1,1,1,0
835,Kaylin Apartment - Căn Hộ Chung Cư Mường Thanh,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1329.0,68,0.1,4.4,1,0,0,0,1,1,0,0
836,"Central, Minimalist and Cozy - Gau's House","125/11 Đường Lê Đình Dương, Đà Nẵng, Việt Nam",2000.0,95,2.2,1.7,0,0,0,0,1,0,0,0
837,An Bình Tài Hotel,"92 Tran Thanh Mai, Son Tra, Đà Nẵng, Việt Nam",450.0,18,0.6,4.4,0,1,1,1,1,1,0,0
838,My Apartment Danang Beach,"51 Trần Bạch Đằng Căn hộ 3248, Đà Nẵng, Việt Nam",1080.0,60,0.15,4.4,1,1,1,1,1,1,0,0
839,The Ocean Views Luxury Apartment,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",3616.5,75,0.1,5.0,1,1,0,1,1,1,0,0
840,Là Lá La,"6/6 Chế Lan Viên 6/6, Đà Nẵng, Việt Nam",360.0,18,0.7,3.9,0,0,1,0,0,0,1,0
841,OYO 1178 Chau Anh Motel,"15 Lê Thương, Phường Hòa Hiệp Nam, Quận Liên Chiếu, Đà Nẵng, Việt Nam",207.0,16,1.8,7.099999999999999,0,0,1,0,1,1,0,0
842,EDANA Apartment beach view,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1490.0,70,0.1,4.4,0,0,0,1,1,1,0,0
843,MƯỜNG THANH APARTMENT,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1200.0,60,0.1,4.4,1,0,1,1,1,1,0,0
844,Khách Sạn Hoài Cổ Đà Nẵng,"11 Hồ Xuân Hương, Đà Nẵng, Việt Nam",2800.0,50,0.8,3.9,0,0,0,0,0,0,0,0
845,HuyenNhy's Sea View Flat,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1411.0,60,0.1,4.4,1,0,1,1,1,1,1,0
846,Kim uyen Altara Suit ocean view Da Nang,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2500.0,85,0.1,5.0,0,0,0,0,1,0,0,0
847,JAN House - Đà Nẵng - for Vietnamese guests only,"226 Trưng Nữ Vương, Đà Nẵng, Việt Nam",1216.0,50,2.8,1.8,0,0,0,0,1,0,0,0
848,Furama Villas Danang,"107 Vo Nguyen Giap Street, Khue My Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",3616.5,120,0.25,4.6,1,1,1,0,1,1,1,0
849,Hòa An Hotel Đà Nẵng,"76/10 Hà Bổng, Đà Nẵng, Việt Nam",994.0,17,0.2,4.6,0,1,0,1,1,1,0,0
850,GaBea Home,"111 Nguyễn Phan Vinh, Đà Nẵng, Việt Nam",521.0,40,0.25,7.0,0,0,0,0,1,0,1,0
851,La'more hotel,"378 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",890.0,26,0.35,4.3,1,0,1,0,1,1,0,0
852,Lucy House,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",978.0,70,0.15,4.4,1,0,0,1,1,1,0,0
853,"Gia Hung apartment house Muong Thanh resort apartment right next to My Khe beach, Da Nang","Mường Thanh 31, Đà Nẵng, Việt Nam",1350.0,65,0.15,4.4,0,1,0,0,1,1,0,0
854,Phong 1226 Chung cu,"đường Trần Bạch Đằng, Đà Nẵng, Việt Nam",675.0,61,0.15,4.4,0,0,0,1,1,1,0,0
855,Sunny Beach Hotel & Apartment,"269-271-273 Duong Dinh Nghe, Đà Nẵng, Việt Nam",800.0,20,1.2,3.7,0,1,1,1,1,1,0,0
856,Annie Danang Hotel & Apartment,"191-193 Thanh Thuy Street, Thanh Bình Ward, Hai Chau District, Đà Nẵng, Việt Nam",425.0,25,2.0,3.0,1,1,1,0,1,1,0,0
857,Hung Thu Hotel,"Lot 53, Ho Han Thuong, Nai Hien Dong, Son Tra, Đà Nẵng, Việt Nam",278.0,20,2.1,4.6,0,0,0,0,1,1,0,0
858,HuyenNhy's High-Floor Room,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",2437.0,80,0.1,4.4,1,0,1,1,1,1,1,0
859,Haphan Hotel And Apartment,"96 Mai Hắc Đế P. An Hải Tây, Đà Nẵng, Việt Nam",567.0,25,1.6,3.2,0,0,1,0,0,1,0,0
860,Saigon Tourane Hotel,"5 Dong Da Street, Đà Nẵng, Việt Nam",744.0,28,2.3,3.2,1,1,1,0,1,0,0,0
861,N to M House,"08 An Nhơn 1, Đà Nẵng, Việt Nam",3575.0,120,1.4,3.5,1,1,1,1,1,1,0,0
862,Hoang Anh Gia Lai Da Nang 3 Bedrom,"72 Hàm Nghi, Đà Nẵng, Việt Nam",1800.0,117,1.6,1.100000000000001,1,1,0,0,1,1,0,0
863,Gia Hưng Apartment Mường Thanh resort apartment right next to My Khe beach Đà Nẵng,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1040.0,65,0.1,4.4,1,0,1,1,1,1,0,0
864,Danang Amazing Ocean Beach Resort,"The Ocean Villas, Truong Sa street, Ngu Hanh Son district, Danang, Đà Nẵng, Việt Nam",3456.0,90,0.15,7.099999999999999,1,1,1,0,1,1,1,0
865,Sapphire Boutique Hotel Da Nang,"Lê Bình, Đà Nẵng, Việt Nam",3200.0,50,0.4,4.6,1,0,0,0,0,0,0,0
866,MAK Villa Apartment,"110 Nguyễn Sáng, Đà Nẵng, Việt Nam",2375.0,45,0.2,5.0,1,0,1,0,0,1,1,0
867,Villas Resort Pool View Beachfront Da Nang,"107 Võ Nguyên Giáp Furama Villas Resort Da Nang, Đà Nẵng, Đà Nẵng, Việt Nam",3616.5,120,0.15,4.8,1,0,1,1,1,1,0,0
868,Sunny Beach Villa,"Đường Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng The Ocean Villa Resort, Đà Nẵng, Việt Nam",3616.5,120,0.35,7.099999999999999,1,1,1,0,1,1,1,0
869,KenKeSu-Entire House-3BRs-Nice Balcony-Free airport pick up from 2 nights,"338/30 Hoang Dieu street, Binh Hien ward, Hai Chau district, Da Nang city, Đà Nẵng, Việt Nam",2328.0,120,2.4,1.4,1,0,1,0,1,1,0,0
870,Ocean View Luxury Apartment Đà Nẵng,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2500.0,100,0.1,5.0,1,0,0,0,1,0,1,0
871,Khách Sạn Thảo Vân Đà Nẵng,"89 Vũ Ngọc Phan, Đà Nẵng, Việt Nam",369.0,25,2.2,4.6,0,1,1,0,1,1,0,0
872,Carol Homestay & Apartment Da Nang 3,"45 Đường An Mỹ, Đà Nẵng, Việt Nam",600.0,38,1.6,3.1,0,0,1,0,0,1,0,0
873,White house by Hàn river.,"Quang Trung, Đà Nẵng, Việt Nam",801.0,21,2.1,2.7,1,0,1,0,1,0,0,0
874,Khang Homestay,"152/4 Trung Nu Vuong, Đà Nẵng, Việt Nam",407.0,16,2.7,1.9,0,1,1,1,1,1,1,0
875,Luxury Apartment with Ocean View in Altara building,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",3000.0,80,0.1,5.0,1,0,1,1,1,1,1,0
876,Cozy one bedroom apt in resort,"Trường Sa, Đà Nẵng, Việt Nam",2520.0,77,0.45,7.0,1,1,0,1,0,1,0,0
877,Trissy house A1,"K248/1 Ngũ Hành Sơn K248/1, Đà Nẵng, Việt Nam",1040.0,60,1.2,3.4,0,0,0,0,1,0,0,0
878,Andy Home,"30 An Thượng 4, Mỹ An, Ngũ Hành Sơn, Đà Nẵng, Việt Nam",549.0,16,0.3,4.2,0,0,1,0,1,1,0,0
879,Căn hộ dát vàng 5 sao Đà Nẵng,"1 Lê Văn Duyệt, Đà Nẵng, Việt Nam",900.0,38,2.8,4.7,1,0,1,0,1,1,1,0
880,Blue-S Hotel & Apartment,"47 Đỗ Bá, Đà Nẵng, Việt Nam",379.0,15,0.3,4.3,0,0,1,0,1,1,0,0
881,Mon Fiori Homestay Đà Nẵng,"80 Lê Thước, Đà Nẵng, Việt Nam",2000.0,30,0.55,4.6,0,0,1,0,0,0,0,0
882,HuyenNhy's Apartment,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",3325.0,72,0.1,4.4,1,0,0,1,1,1,1,0
883,Hiên lương hotel &Apartment,"Đinh Công Trứ, Đà Nẵng, Việt Nam",594.0,62,0.45,6.0,0,0,1,0,1,0,0,0
884,Princess Hotel,"Lot E2, 20 Phan Boi, Son Tra, Đà Nẵng, Việt Nam",528.0,22,1.1,3.8,0,1,1,1,1,1,0,0
885,Thu Do Hotel,"125 - 127 Hung Vuong, Đà Nẵng, Việt Nam",720.0,25,1.8,1.9,1,1,1,0,1,1,0,0
886,AN House Hotel & Apartment Da Nang,"40 Đường Lâm Hoành, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam",528.0,30,0.1,4.6,0,1,0,1,1,1,0,0
887,Pool Villas at Danang Beach with Private Pool,"The Ocean Villas, villa B9, Đường Trường Sa, phường Hoà Hải, quận Ngũ Hành Sơn, Đà Nẵng, Đà Nẵng, Việt Nam",3616.5,120,0.2,7.099999999999999,1,0,0,0,1,0,0,0
888,EMs House,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",2250.0,65,0.1,4.4,0,0,1,0,1,1,0,0
889,DSG maison,"14 Hoàng Kế Viêm, Đà Nẵng, Việt Nam",688.0,30,0.8,3.7,0,0,0,0,1,0,0,0
890,Martin Ho Danang hotel & apartment,"22 Phước Trường 9, Đà Nẵng, Việt Nam",614.0,30,0.25,4.8,1,0,1,1,1,1,1,0
891,In-Love Partial Sea View Apartment,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1140.0,65,0.1,4.4,0,0,1,1,1,1,0,0
892,Da Na Sea Apartment,"270 Võ Nguyên Giáp Street, Đà Nẵng, Việt Nam",1490.0,60,0.15,4.4,0,1,1,1,1,1,1,0
893,F.Home Modern & Art 3BR Near My Khe Beach,"209, 209/29 Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng. Nhà 3 tầng, Đà Nẵng, Việt Nam",2300.0,120,0.4,4.3,1,0,1,1,1,1,0,0
894,Sunset Sea Hotel,"16 Loseby, Đà Nẵng, Việt Nam",931.0,50,0.55,4.4,0,0,0,0,1,0,0,0
895,Căn Hộ Đà Nẵng Apartment Sea View,"Muong Thanh Apartments, 270 Vo Nguyen Giap - 51 Tran Bach Dang Ngu Hanh Son, Đà Nẵng, Việt Nam",1200.0,66,0.1,4.5,0,0,1,1,1,1,0,0
896,Luxury Suite - Gym - Pool - Relax,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",3200.0,100,0.1,5.0,1,0,0,0,0,0,0,0
897,Vesta Art Suite 2 Bedrooms - The Ocean Villas Da Nang,"Trường Sa, Đà Nẵng, Việt Nam",3616.5,105,0.45,7.0,1,0,1,1,0,0,1,0
898,Luxury Center Riverside Apartment,"74 Bạch Đằng Indochina Riverside Tower, căn hộ 11E, Đà Nẵng, Việt Nam",950.0,65,2.3,2.7,1,0,1,0,1,1,0,0
899,Đà Nẵng EM's Apartment,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",2565.0,66,0.1,4.4,1,0,0,0,1,1,0,0
900,Catinal Hotel,"174 Bach Dang, Đà Nẵng, Việt Nam",822.0,28,2.3,2.5,1,1,1,0,1,1,0,0
901,Anstay Beach Da Nang,"8 Lê Bôi, Mân Thái, Sơn Trà, Đà Nẵng, Đà Nẵng, Việt Nam",1755.0,50,0.05,5.0,1,1,1,1,0,1,0,0
902,The Ocean Resort,"THE OCEAN VILLA RESORT - ĐƯỜNG TRƯỜNG SA, PHƯỜNG HÒA HẢI, QUẬN NGŨ HÀNH SƠN THE OCEAN VILLA RESORT, Đà Nẵng, Việt Nam",3616.5,120,0.4,7.099999999999999,1,1,1,0,0,1,1,0
903,Two-Bedrooms - POOL SEA VIEW - 6A - BLUE SEA APARTMENT,"47 Lê Tấn Toán, Đà Nẵng, Việt Nam",1100.0,71,0.5,4.5,1,1,0,0,1,0,0,0
904,Pool Villa Da Nang 4BR FREE PICK-UP AIRPORT,"68 Lê Hy Cát, Đà Nẵng, Việt Nam",3616.5,120,1.9,3.3,1,1,1,0,1,1,0,0
905,Leilahome Đa Nang *5.0 . 3 Bedrooms. Free airport pick up.,"K308/14 Hoàng Diệu, Đà Nẵng, Việt Nam",1053.0,60,2.4,1.5,0,0,1,0,1,1,0,0
906,Luxury Apartment in Building Sheraton,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2400.0,75,0.1,5.0,1,0,1,1,1,0,1,0
907,NICK's House,"311 Hồ Nghinh Tầng 3, 4, 5, 6, Đà Nẵng, Việt Nam",850.0,34,0.25,4.4,0,0,0,1,1,1,1,0
908,Nero Villa 5 BR,"53 Hóa Sơn 10 4 tầng, Đà Nẵng, Việt Nam",3128.0,120,2.6,2.4,0,0,1,0,1,1,1,0
909,Grand Jeep Da Nang,"142 Hồ Nghinh, Đà Nẵng, Việt Nam",600.0,21,0.35,4.6,0,0,1,0,1,1,1,0
910,Trống Đồng Villa - 300m Biển Mỹ Khê,"25 An Thượng 36, Đà Nẵng, Việt Nam",3100.0,120,0.4,4.2,0,0,0,0,1,0,0,0
911,Nhà Khách 206 đà nẵng,"38A Nguyễn Hữu Thọ, Đà Nẵng, Việt Nam",679.0,44,2.8,1.100000000000001,0,0,0,0,1,1,0,0
912,Da Nang Beach Villa,"Lê Mạnh Trinh, Đà Nẵng, Việt Nam",3616.5,120,0.25,4.8,1,1,1,1,1,1,0,0
913,POOL Seaview 3B Apartment - BATHTUB -BALCONY,"47 Lê Tấn Toán, Đà Nẵng, Việt Nam",550.0,33,0.5,4.5,0,0,0,0,0,0,0,0
914,"Sunset Pool Villa 4BR, New, Full AC, walk to beach","92/9/8 Trần Văn Dư, Ngũ Hành Sơn, Đà Nẵng, Đà Nẵng, Việt Nam",3616.5,120,0.4,4.2,1,0,0,0,1,0,0,0
915,Stunning Unique Pool House - 4 BR - 5WC - 4 minutes to the beach,"1 Phước Trường 5, Đà Nẵng, Việt Nam",3616.5,100,0.25,5.0,1,1,1,1,1,1,0,0
916,Vinh Trung Plaza Hotel,"255 - 257 Hung Vuong Street, Hai Chau District, Đà Nẵng, Việt Nam",906.0,60,1.5,1.5,1,1,1,0,1,1,0,0
917,FPT Plaza 2,"Võ Chí Công, Đà Nẵng, Việt Nam",1060.0,80,1.9,7.0,1,0,1,0,1,1,1,0
918,Shore Villa,"23 Đường B1 khu đô thị đa phước, Đà Nẵng, Việt Nam",3250.0,120,0.9,2.0,1,0,1,0,1,1,0,0
919,Rose Homestay MyKheBeach,"130 Hoàng Bích Sơn, Đà Nẵng, Việt Nam",3200.0,120,0.55,4.4,1,1,0,0,1,0,0,0
920,THANH XUÂN HOMESTAY,"7 Lưu Quang Thuận, Đà Nẵng, Việt Nam",600.0,18,0.7,4.0,0,0,0,1,0,1,0,0
921,Natsu No Hanabi Villa & Apartment,"LK2A Lô 75 Khu đô thị Hòa Quý, Phường Hòa Quý, Quận Ngũ Hành Sơn,, Đà Nẵng, Việt Nam",1638.0,55,3.5,4.2,0,1,1,0,1,1,1,0
922,Yuki Apartment,"178 Phạm Vấn, Đà Nẵng, Việt Nam",720.0,35,0.4,5.0,1,1,0,1,1,1,0,0
923,Fhome Apartment 19th Floor Han River and Bay view-center,"16 Lý Thường Kiệt, Đà Nẵng, Việt Nam",1800.0,75,2.1,3.0,1,0,1,0,0,1,0,0
924,ALA CARTE BEACH APT,"200 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1998.0,75,0.15,4.7,1,0,0,1,1,1,1,0
925,Sea house homestay,"32 An Thượng 30, Đà Nẵng, Việt Nam",760.0,43,0.3,4.3,0,0,0,0,1,0,1,0
926,Nostalgia Boutique Hotel,"11 Hồ Xuân Hương, Đà Nẵng, Việt Nam",3616.5,50,0.8,3.9,1,1,1,1,1,1,1,0
927,H&N homestay,"65 Hoàng Thúc Trâm 4 tầng, Đà Nẵng, Việt Nam",1028.0,35,3.7,1.100000000000001,1,0,0,0,1,0,0,0
928,Căn hộ 2 PN view thành phố,"Căn hộ FPT plaza 2, quận ngũ hành sơn, thành phố Đà Nẵng, Đà Nẵng, Việt Nam",581.0,71,1.9,7.0,0,0,0,1,1,1,0,0
929,The Ocean Villa Đà Nẵng,"Villa Ocean, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng, Việt Nam",3616.5,120,0.2,7.099999999999999,1,1,1,1,1,1,1,0
